img,x,y,z,dis
44,-6.7141,-1.9668,6.3865,6.99624478202414
87,6.2843,-3.0749,5.3736,6.9962444568496895
23,0.7935,6.9511,-4.158,6.9962442395902675
36,-2.5819,6.5024,-3.9054,6.996242803819776
62,-2.6037,6.4937,2.9632,6.996241375195684
27,4.7579,5.1293,2.2123,6.996236909939514
57,-5.0258,4.8671,-3.8493,6.996236706258587
57,1.0843,-6.9117,-4.2533,6.9962349431676465
76,-3.2804,-6.1795,-1.683,6.996230728756735
55,-4.6035,-5.2683,0.836,6.996227350508272
28,3.2768,-6.1814,4.051,6.996222137696887
94,-6.9689,0.6177,6.4135,6.996221873268457
88,6.9801,-0.4746,0.4184,6.996216203777582
57,-6.7098,1.9813,-3.028,6.99621081228975
42,-2.8712,-6.3799,3.0969,6.996207075980528
42,6.5609,-2.4293,-1.9856,6.9962066364566455
5,-5.5451,-4.266,-5.1891,6.9962054007869146
83,5.0212,-4.8718,-0.7323,6.996205019866128
75,-6.0685,-3.4814,-3.9831,6.996201698779131
50,5.6515,4.124,3.4146,6.996200986964283
75,-3.2174,-6.2125,-1.4447,6.996200326605864
44,3.9363,5.7838,-3.8305,6.996198977301889
88,5.6108,-4.1792,3.2329,6.99619820188079
15,2.9139,-6.3605,-4.9629,6.996197071266646
43,-2.3999,-6.5717,-5.8447,6.996196173636071
66,5.3432,-4.5163,2.1607,6.996195532573401
33,-0.6117,6.9694,5.125,6.9961927682132945
49,-1.3901,-6.8567,-3.7954,6.99619274319969
17,-5.5193,-4.2993,-4.5298,6.996188460869247
47,-1.8429,-6.7491,-1.9864,6.9961869057365815
16,-6.8396,-1.4719,2.6024,6.996185944498617
56,-5.3809,-4.4713,-4.1668,6.9961852819947525
22,-2.8926,6.3702,-5.444,6.99618344527929
48,4.0547,-5.7014,3.9769,6.996181390587297
39,-5.8452,-3.8445,-1.2007,6.996180621596329
53,-1.7764,6.7669,4.6634,6.99617985546398
77,3.5403,-6.0343,-3.5739,6.996177569215922
51,5.8916,3.773,-4.4388,6.996176066966869
63,-6.8117,1.596,-2.3053,6.996175590277877
43,6.6124,-2.2853,6.1159,6.99617251431095
95,6.9035,1.1349,-5.9403,6.996163967489613
61,-5.786,3.933,6.737,6.996162162214366
59,-1.4629,6.8415,5.9462,6.99615599168572
83,6.4301,2.7568,-5.4762,6.996151245506347
91,-0.1211,-6.9951,-2.9171,6.996148170243394
89,6.6162,-2.2742,0.0923,6.996148088769991
31,-0.9605,-6.9299,-1.5843,6.996147101083567
32,-1.3074,-6.8729,-0.3938,6.996145307953515
12,4.2777,-5.536,-3.6102,6.996142743683836
40,4.4295,5.4153,-1.4267,6.99613781596675
49,-6.9462,-0.8344,-5.3903,6.9961359192056864
87,-4.6767,5.2033,-0.2133,6.996131343821383
6,3.0228,6.3094,0.3674,6.996130945029546
60,-6.2804,3.0826,-3.0444,6.996130853550411
94,-2.2309,6.6309,-2.6682,6.996123899703321
81,-3.1517,6.246,-2.5598,6.99612241816851
54,-5.7004,4.056,-4.2915,6.996120079015225
77,-1.8463,6.7481,3.2498,6.996118731125137
7,4.9788,-4.915,-1.8273,6.996118526726088
61,5.3122,-4.5526,0.4755,6.996115750900638
89,2.3241,6.5988,4.9056,6.996113367434807
2,6.8191,1.5638,-0.9684,6.996112867157018
34,-6.9683,0.6232,-0.167,6.996112000961677
41,-3.45,6.0863,0.3273,6.996109468125838
0,3.0858,-6.2788,3.4068,6.996105422304613
17,-0.0077,-6.9961,-4.8073,6.996104237359532
85,6.1846,3.2705,1.1498,6.9961023012817645
66,-6.984,-0.4113,-3.1724,6.996100606051916
79,-2.5272,-6.5237,3.5197,6.996099022312363
30,6.7038,2.0011,5.5325,6.996094313972618
48,-6.9665,-0.6428,-4.2396,6.996092773112718
11,-0.933,6.9336,-4.8394,6.996091620326309
54,-0.7974,6.9505,-3.017,6.996091552431257
9,3.1694,6.237,-1.0734,6.996089290453631
91,-6.4011,-2.8233,1.9842,6.996077765434
13,1.2713,6.8796,-0.9192,6.996077461692373
10,4.785,-5.1038,0.7616,6.996070285524581
4,-5.2567,-4.6165,-1.4223,6.996067977085414
94,6.851,-1.4173,6.7529,6.996066058150109
17,-2.2092,-6.6381,2.2968,6.996065769416408
22,6.1974,-3.2461,5.6363,6.996065463530198
4,-3.7612,5.899,2.9445,6.996057921429753
67,2.7899,6.4157,-5.1472,6.996052351147753
0,6.9331,-0.9364,-2.5396,6.996050355021753
31,3.4045,-6.1118,3.8618,6.996050277835344
38,-0.2835,6.9903,5.5711,6.9960464792624135
79,4.849,5.043,-5.1698,6.9960453114598975
20,6.5292,-2.5128,-5.1094,6.996042915820342
27,0.6168,6.9688,-0.0128,6.996042858645164
6,-6.7222,1.9382,0.0923,6.9960411719771916
49,6.8102,1.6018,0.4365,6.996040828926029
22,-6.798,1.6528,-0.5561,6.996038296064423
18,1.5808,-6.8151,1.2447,6.996035781069162
17,-2.7607,-6.4283,6.8895,6.9960349756129725
96,6.9844,0.4033,-0.2866,6.996034180162358
48,-6.1329,3.3663,-3.8377,6.996030167173381
69,1.9003,6.733,2.8059,6.996029523236733
27,-6.7738,1.7493,1.595,6.996028654172308
89,2.8277,-6.3991,-5.7692,6.996025164334388
51,6.9913,-0.2568,-1.2902,6.996014717680345
44,-1.2397,6.8853,1.6866,6.996014020855019
32,-3.0346,-6.3036,2.3048,6.996011014856967
44,0.1065,6.9952,2.0051,6.9960106696602455
53,6.7306,1.9087,-3.1049,6.996006864633568
27,-6.7746,-1.7461,5.4119,6.9960038857908025
31,0.0528,6.9958,-3.7564,6.9959992481417554
74,-6.5529,2.4502,-5.836,6.995997316323099
50,-6.4313,2.7536,5.6959,6.9959940430220495
95,-6.9958,-0.0521,1.5403,6.995994000140366
14,0.1178,6.995,1.9972,6.995991841047272
68,-4.1763,-5.6127,-3.715,6.995990493132478
97,6.5974,-2.3277,-3.8109,6.99598985490974
47,-6.831,-1.5104,6.4606,6.995989505423804
41,1.1733,-6.8969,-0.3669,6.995989029436795
57,-6.9925,0.2209,-4.4914,6.995988354764465
93,-3.3622,-6.1351,2.2961,6.995987482121449
60,3.1486,-6.2474,6.8933,6.995976609452035
38,-5.3109,-4.5539,-5.1351,6.995974844151457
11,-5.7218,-4.0255,6.4804,6.995973519818382
73,-2.7296,-6.4415,1.2431,6.995973013813018
78,-0.5387,-6.9752,4.6954,6.995971178471221
76,-1.0349,-6.919,-4.3807,6.995968768512335
21,3.1569,-6.2432,-0.9035,6.995967685031141
52,5.2073,-4.672,4.1005,6.995967216189625
95,-0.5627,-6.9733,2.2589,6.995966279221191
29,-3.2434,-6.1987,6.9092,6.995964926298587
95,-5.4766,4.3532,3.6023,6.995962964453143
98,-3.9969,-5.7418,-2.4461,6.995961467160893
32,-5.3434,4.5157,-0.0729,6.9959609811662045
57,2.4391,-6.557,-4.4099,6.995960106375679
5,6.4007,-2.8239,5.6254,6.9959539521068885
39,5.304,-4.5619,-1.965,6.995952230397232
12,-6.3784,-2.8739,-4.9063,6.995947953637162
37,-6.0564,3.5019,-4.7003,6.995947724933342
16,-6.8339,1.497,0.5358,6.995941552786158
55,2.0009,6.7037,3.555,6.995941287632423
48,-6.753,1.8276,1.2547,6.995936732132446
40,-5.5568,-4.2503,-1.1739,6.995932842016138
62,-2.7368,6.4384,-3.5678,6.995932303846285
73,-0.3351,-6.9879,2.1946,6.995930132584229
23,-4.3677,5.465,-2.3101,6.995929408591827
4,-5.1234,4.7638,-3.6469,6.995928673164128
34,2.3565,-6.5871,-1.9166,6.995925861528265
55,6.1641,3.3086,-0.4347,6.995924725867196
69,2.695,6.456,0.3757,6.995924599364976
51,4.6528,5.2244,-1.7615,6.995920468387273
35,-2.3238,-6.5987,1.8162,6.99591939133092
46,-0.7274,6.958,2.2976,6.995918435773819
21,-5.7044,-4.05,6.9166,6.9959044704741356
22,-6.591,-2.3455,-4.0626,6.995902461441269
38,6.447,-2.7164,6.8431,6.995901511599488
16,-2.9269,6.3542,6.867,6.995898887919979
56,-2.9846,-6.3273,-0.3554,6.995896114866201
16,2.7052,6.4517,0.2268,6.995894505350977
35,-6.9955,0.0741,-4.5993,6.995892441997661
42,-6.4573,-2.6918,-5.3617,6.995892404118291
51,3.3932,6.1179,1.5669,6.995892126812706
86,-1.8289,-6.7526,-1.6752,6.995890362920219
56,3.4926,6.0617,-3.0195,6.995888910638876
48,-3.0339,-6.3038,-0.0551,6.9958876241689305
72,5.8154,3.8889,1.811,6.995885960334117
40,6.51,2.5617,-5.2879,6.995884996910684
98,-3.4506,-6.0857,-1.5527,6.9958834216987915
43,5.3859,4.4648,3.3616,6.995881491992272
21,-1.2954,-6.8749,-2.641,6.995878155742852
59,-2.4804,6.5414,-5.947,6.995877223050731
90,-5.4409,-4.3976,6.4929,6.995875825799083
75,3.4247,6.1003,-1.8646,6.99587236733204
6,2.8726,-6.3789,-5.533,6.995869922318453
70,-6.7578,-1.8095,-0.1165,6.995866714710909
79,3.5653,-6.0192,-0.1289,6.995865402507398
57,2.7521,6.4318,1.2433,6.995863467078242
64,-4.1943,-5.5991,5.9023,6.995861154997289
48,5.7601,-3.9703,1.2913,6.9958583533402106
24,1.4934,6.8346,3.5807,6.995855967642559
7,5.9622,-3.6598,-4.7926,6.9958534061256605
48,4.5708,5.2962,1.8029,6.9958521339433695
47,6.6816,2.0732,5.3625,6.995851399222257
68,4.6324,5.2424,5.3855,6.995847877133978
29,6.9903,-0.2785,-5.2497,6.99584564866893
30,1.0374,-6.9185,-0.2533,6.995844553018599
14,-5.4515,4.3844,2.5032,6.995842737654986
83,2.7919,-6.4146,-5.5568,6.9958415340829445
78,6.3826,2.8643,-5.1174,6.995841425446978
38,3.3544,-6.1392,-3.6217,6.995839906687402
19,-5.3418,-4.5174,2.9991,6.995836619018486
1,3.5556,-6.0249,-4.4691,6.9958352875121355
89,6.8843,1.2442,5.3289,6.995828766486498
74,6.3538,2.9276,-4.4905,6.995828485604832
29,6.8197,1.5599,-2.2146,6.995827049034302
67,2.5023,-6.533,-4.5776,6.99582691967147
27,-1.8231,-6.7541,0.3432,6.995824498942208
5,3.197,-6.2226,3.8306,6.995824451771214
77,4.6414,5.2344,6.9322,6.995822847957201
5,4.8765,5.0161,-0.1821,6.995820999711185
21,5.9207,-3.7265,-2.5124,6.9958195188269405
3,-4.0695,5.6904,5.6387,6.995818923471362
38,3.4457,6.0884,4.7674,6.995817539787612
77,5.0495,-4.8419,1.4732,6.995816311196285
30,6.9957,-0.0401,-1.4766,6.995814927512019
62,-5.0042,-4.8887,1.7899,6.995813414464397
69,6.3388,2.9599,-2.8209,6.995812565385097
10,-0.0112,-6.9958,-3.3169,6.995808965373483
42,4.0955,-5.6717,-4.3823,6.995805967863889
38,-5.8832,3.7854,-5.6699,6.9958055576180795
29,4.6524,-5.2246,-3.6781,6.9958038079980485
90,2.3438,-6.5915,-1.9271,6.995803791559623
1,4.2246,-5.5762,5.123,6.995802427170167
17,-6.4842,-2.6261,1.2901,6.995802373566595
22,0.6746,-6.9632,3.1885,6.995801555218673
40,2.1741,6.6494,1.6268,6.99580096700871
18,-6.8898,1.2132,-4.9206,6.995798616312508
48,2.5645,-6.5088,4.0043,6.9957942858548945
14,-1.0243,-6.9204,4.4636,6.995793496809351
70,6.9113,-1.084,4.8991,6.9957932852536455
71,6.7622,-1.7927,-0.1842,6.995793173758069
60,-2.5235,-6.5248,2.2632,6.995789254258593
90,-2.9353,-6.3502,2.3062,6.995786312488397
64,-2.7142,6.4478,5.5493,6.995784908071432
5,6.7317,-1.904,-0.5523,6.995784508545128
84,-2.644,-6.4769,-5.5825,6.99578227291273
98,-2.8187,6.4028,-2.9515,6.995778550668968
40,5.1757,4.7067,4.3623,6.995776967571222
29,-2.6032,-6.4934,-2.8277,6.995776854645952
47,-5.8459,3.8427,6.9736,6.995776590200691
73,-3.7226,5.9231,3.3543,6.995774751233776
27,-6.9778,-0.5011,-4.252,6.995769725341166
42,2.6857,6.4597,-5.8557,6.9957636166468635
78,1.5696,-6.8174,-5.1039,6.995754921379107
14,-6.993,0.1963,-3.2111,6.995754619052901
93,-6.3601,-2.9137,-1.7896,6.9957501170353416
36,4.4904,5.3644,6.1696,6.995747245291242
47,-1.4416,6.8456,2.9764,6.995745129719922
73,-0.8193,-6.9476,3.2325,6.995741436759938
54,3.2135,-6.214,-1.722,6.99574000731874
65,1.2309,-6.8866,-2.4928,6.995739730007113
81,-6.6944,-2.0311,2.2169,6.995738600748315
38,5.4569,4.3775,-2.7916,6.9957318316241945
15,-6.9933,0.1843,-0.7013,6.995728080764717
61,2.5015,6.5332,3.492,6.9957275883213175
93,0.2903,-6.9897,0.0779,6.995725850832064
31,-0.5471,-6.9743,0.1585,6.995725759347632
31,-0.4031,6.9841,-4.57,6.995723152040824
69,-6.6705,2.1082,6.2734,6.995718511346779
15,5.0772,4.8127,-5.1655,6.9957159126139485
42,-1.2274,6.8872,-3.7381,6.995715445899726
22,5.525,4.2912,-5.9722,6.995714576796284
73,-6.9829,0.4232,-3.9687,6.995712304690638
1,6.8156,-1.5772,6.7701,6.995710342774349
79,5.6013,-4.1911,-3.1115,6.995704460595801
52,-2.7998,-6.411,-0.1747,6.995698752805183
58,-5.2116,-4.6668,2.0487,6.995698449761824
3,3.472,-6.0733,6.4106,6.9956955972940955
58,6.7322,-1.9019,-3.3795,6.995694422285753
51,-4.1025,-5.6665,-1.0039,6.9956935681889325
68,-4.7517,-5.1343,0.9262,6.995690772182543
70,-3.7721,-5.8916,0.0478,6.99569074287879
65,-2.6749,6.4641,-5.0181,6.995690017432162
54,-6.7158,-1.959,-0.4755,6.995688003334625
49,6.0971,-3.43,0.311,6.995679267233455
33,-6.9775,-0.504,1.4677,6.995678826961684
34,1.8406,-6.7492,2.1104,6.995677879948447
87,6.8958,1.1779,6.6736,6.995677669103974
80,-1.8288,6.7524,-3.1738,6.995671175805793
36,-1.2316,-6.8864,2.3101,6.995666052635731
27,6.9835,-0.4123,-3.5799,6.99566033623703
4,-5.6528,4.1213,6.1433,6.995660192576538
85,-4.1674,5.6189,2.3005,6.99566008107884
61,-5.2059,4.6731,5.3581,6.995659970295869
66,-6.5127,-2.5542,2.7737,6.995655718372653
51,3.7455,5.9085,2.949,6.995651685154143
89,-2.9946,6.3223,4.2957,6.995649108553116
24,2.3746,6.5803,-4.596,6.99564673564925
97,6.9835,-0.412,-0.494,6.995642661685916
1,1.3729,6.8596,-3.1695,6.995639110903307
10,-1.9571,-6.7163,0.7382,6.995636218386432
57,2.1821,-6.6466,-1.2507,6.995630920081476
36,-6.7291,-1.9126,5.4179,6.995629033189224
90,0.3266,6.988,4.0916,6.995628031849607
75,6.5111,-2.5582,3.4775,6.995627952514342
55,4.5344,5.3271,5.8988,6.995625616769382
23,6.9933,-0.1803,5.3085,6.99562384494764
62,6.7164,-1.9567,0.0728,6.99562033346579
75,-1.7313,6.778,-0.6201,6.995618892564116
78,0.9212,-6.9347,-2.9006,6.995618166395304
50,4.3962,-5.4417,-0.1876,6.995618152100642
80,-4.321,-5.5016,0.5438,6.995616024339815
27,-5.669,-4.0989,6.7351,6.995608780513673
8,0.1244,6.9945,6.63,6.995606164586455
39,-3.6065,-5.9943,-1.7486,6.995603958201179
64,-6.9761,0.522,-1.7282,6.99560256232442
18,-2.8237,-6.4004,3.0241,6.995598748498945
58,4.87,-5.0221,3.8799,6.995597787894899
44,6.3002,-3.0407,-1.6965,6.9955969387894275
90,1.7265,-6.7792,-3.245,6.99559539210209
11,-5.6924,4.0663,-5.0949,6.995585282876624
49,6.9076,-1.106,-2.9321,6.995582446086959
91,-5.8477,3.8396,5.3886,6.995578850245345
52,6.6223,2.2546,0.9215,6.99557563392749
72,-5.8185,-3.8837,-4.4777,6.9955748827383735
53,6.7359,-1.8883,-2.2225,6.995571863686342
94,3.2141,-6.2135,-5.5762,6.995571532047971
79,2.5954,-6.4963,5.3914,6.995571088195731
33,-0.575,-6.9719,3.0475,6.99557107104202
28,-0.8815,6.9398,-5.7697,6.9955604700409815
98,2.6252,6.4843,4.1001,6.995557270868419
37,-1.9246,-6.7256,-4.5978,6.995554339721763
55,-6.737,-1.8843,2.3039,6.995552550728212
8,-5.3654,4.4889,5.9983,6.995551470041515
82,-3.2549,-6.1922,-2.6684,6.995549646024964
3,6.681,-2.0741,0.206,6.995545140301791
52,5.7369,-4.0032,1.571,6.995543713679445
2,-5.2631,-4.6084,3.0931,6.995539448105485
97,6.9935,-0.1689,6.6617,6.995539254410628
12,1.5128,-6.83,-0.1695,6.995531705310183
42,6.9819,-0.4365,-3.7989,6.99553142084288
95,2.5729,-6.5052,1.1329,6.995530105002766
3,6.4212,2.7759,2.7141,6.995529304491548
56,6.8214,-1.5511,1.6796,6.995527797814829
45,-6.8994,1.1557,5.6315,6.995524487127466
67,-0.961,6.9292,2.2954,6.995522399363753
66,2.7927,-6.4139,-1.2328,6.995519030064888
69,-3.2647,6.187,3.1134,6.99551535556888
21,-0.0924,-6.9949,3.3828,6.995510258015494
60,-4.4537,-5.3946,5.3581,6.995509477514844
80,0.5705,6.9722,0.9629,6.995501632477831
56,-4.5742,5.2928,5.1179,6.99550123150586
66,-3.2259,-6.2073,-2.5821,6.995498845686417
37,-3.2122,-6.2144,-2.1124,6.9954982810376
17,-6.1934,-3.2525,6.3845,6.995495680078717
36,-6.9031,-1.1332,5.6154,6.995493681649638
3,2.8433,6.3916,3.7219,6.995491794720369
32,-3.8437,-5.8449,-0.38,6.995490383096813
2,3.0035,-6.3179,-0.5661,6.995489451067738
53,1.4413,-6.8454,-3.7723,6.9954876063073685
78,-6.7005,2.01,-2.7836,6.995484275588074
18,6.8013,-1.6368,6.1744,6.995483966817449
72,-5.3853,-4.4649,1.8759,6.995483407170658
12,-1.3741,6.8592,-3.9248,6.995482503015786
34,4.5599,5.3051,5.8216,6.995482400806966
11,3.5225,-6.0439,-0.0942,6.995479501792568
23,4.3868,-5.4491,2.7687,6.99547747119523
22,6.9929,0.1898,5.3335,6.9954752840675525
58,-6.9203,1.0228,-4.662,6.995475103951125
29,5.7412,3.9969,-0.6459,6.995469037169702
40,3.1629,6.2396,5.4502,6.995466000918023
57,4.9029,-4.9898,0.1248,6.9954651346425845
11,-6.1843,3.2697,0.1536,6.99546314263752
32,5.5513,4.2567,-0.3487,6.995457567593417
91,-2.3326,6.5951,1.6411,6.99545329267518
65,6.2129,3.215,4.5381,6.995452194819146
73,3.1269,6.2577,-5.3741,6.995449442316055
57,-2.4947,-6.5355,-3.7784,6.995447686888952
28,6.5477,-2.4625,-1.1835,6.99544720085857
95,0.8853,6.9392,-2.8807,6.995445141661822
71,-2.332,6.5953,6.0308,6.995441808063305
59,-6.5782,2.3798,-4.482,6.995438748213009
16,3.8067,5.869,2.5131,6.995436075756822
83,5.8202,-3.8809,-5.9653,6.995435143720511
2,2.704,-6.4517,-4.3619,6.995430572166376
6,-6.0146,3.5722,-2.1562,6.9954289360982
14,4.9582,4.9348,1.733,6.995426954804117
65,-1.1533,-6.8997,-4.89,6.995424288776199
8,-5.3872,4.4625,4.2026,6.995414933368856
36,2.4841,6.5395,2.8269,6.995413716142885
8,2.629,-6.4826,0.0264,6.995408762895846
61,-1.8447,-6.7478,-0.0938,6.995407274062033
67,6.1441,3.3445,4.8768,6.995401708265223
55,0.4112,-6.9833,6.2839,6.9953959380438215
11,4.3398,5.4865,2.5415,6.995394648624194
69,5.629,-4.1533,3.2379,6.995394334131564
35,6.9359,-0.9104,-5.1184,6.995393982471609
23,6.9692,-0.6048,-5.5221,6.9953936043656615
73,-0.0911,-6.9948,0.1654,6.995393216253108
85,-5.9463,3.6847,4.1401,6.9953911813421845
99,-6.9895,-0.287,-5.3361,6.995389856898613
2,3.3909,6.1186,-3.383,6.995389107833817
9,-6.8866,-1.2289,0.8621,6.995388107174612
9,6.995,-0.0736,-2.3456,6.995387191571314
56,5.3048,-4.5601,-0.3755,6.995385268160718
51,6.8486,1.4255,-3.9893,6.995382206141421
22,2.5778,-6.5031,0.469,6.99538150853833
15,-6.9949,-0.082,4.6572,6.995380619380192
8,-0.0334,6.9953,5.3816,6.995379735940002
65,6.9334,-0.9291,2.9006,6.995374355243613
92,4.705,5.1767,-3.1506,6.995373320273908
61,-5.6579,4.1138,-2.3982,6.995368671485442
52,-4.2878,5.5272,-2.9483,6.995367658672416
54,3.3182,6.1583,2.9035,6.995363473758887
81,-5.5012,-4.3211,2.5333,6.995363225022701
72,1.3503,6.8638,1.2108,6.995359928552641
68,-6.2835,3.0745,-4.3046,6.995350062720235
3,-6.868,-1.3287,-3.9619,6.995346145116766
18,-0.8056,-6.9488,5.0969,6.995342221793012
17,-5.8453,3.8428,-0.1265,6.995330151608286
34,1.088,6.9102,6.8472,6.995327586325032
79,5.617,4.1694,-0.0257,6.995325965242792
8,-6.939,-0.8859,3.6455,6.995322709496682
79,-3.7474,-5.9069,-4.8587,6.995318032084032
78,-6.9207,1.019,2.5814,6.995316253751506
93,6.2577,3.1266,-4.9009,6.9953153502897925
50,-2.2206,-6.6335,0.5803,6.995311759314234
35,1.5488,-6.8217,-1.0808,6.9953107386305575
24,-1.9449,-6.7195,-1.2963,6.995306730944684
77,6.9753,0.5286,-1.344,6.995300426000302
25,0.1754,-6.9931,1.3584,6.995299333838402
29,-4.8582,5.0331,-5.159,6.995298624790796
42,-6.8776,1.2778,1.8094,6.995295176045111
10,2.6245,-6.4843,-4.6558,6.995294614238917
15,-1.9226,6.7259,3.684,6.995292815172214
45,-6.1546,3.3249,-5.6672,6.995288497982053
98,6.9927,-0.1902,-3.9763,6.99528622216418
89,-3.3802,6.1244,5.9371,6.99528608421414
61,0.3213,-6.9879,5.5863,6.995282703365175
90,-6.7823,1.713,1.5742,6.995281430364328
48,-6.9892,0.2915,6.5737,6.995276183968722
60,-6.7061,1.9905,2.1009,6.995274652220598
0,6.9899,-0.2741,-2.5264,6.99527217626305
92,4.2942,-5.5221,1.8307,6.995265688306628
37,1.1189,-6.9052,5.2194,6.995264416017453
90,-0.3252,6.9877,-5.0146,6.9952631351508145
64,-6.9634,-0.6669,-1.0381,6.995262337468124
8,-6.9135,1.0664,-4.8818,6.995262054419405
45,0.9342,6.9326,6.2181,6.9952607099378366
3,6.9926,-0.1928,0.0319,6.995257436292106
3,-6.9147,1.0585,-1.3055,6.995248268646367
95,5.4184,4.4243,-4.1985,6.995247604624156
20,-1.7845,6.7638,-0.2967,6.9952434332194615
63,2.0888,-6.6761,5.6237,6.995241000137165
12,-1.4632,-6.8405,4.1258,6.995240845746484
2,-4.3587,5.4713,3.8184,6.9952404804981505
26,-4.3592,-5.4709,5.6021,6.995239198912358
20,6.7526,1.8264,0.6029,6.995237216849762
83,6.8058,-1.6169,-2.5434,6.99523260871288
83,-5.5205,-4.2962,-4.904,6.995230853231364
60,-3.1232,6.2593,-4.2493,6.9952279969990965
13,-5.5517,4.2558,-2.2554,6.995227410885224
36,3.2758,6.1808,1.2695,6.995223676195065
39,5.292,-4.5747,4.5964,6.9952229478409045
78,3.8614,-5.8329,-1.7471,6.995222110126312
75,-3.3983,6.1143,-5.0503,6.995220323906889
54,5.8254,3.8727,-4.7157,6.995219113794793
38,5.6641,-4.105,4.5796,6.995216494862758
13,-5.6588,4.1123,-5.6949,6.995214702208933
33,4.7393,-5.1451,3.2497,6.99521397099474
42,3.498,-6.0578,-5.7968,6.995208705964391
57,-0.2367,6.9912,1.2596,6.995205810410441
93,6.0122,3.5758,-2.7834,6.995205106356782
33,-5.1144,-4.7724,4.4586,6.995204723237197
58,-3.1896,-6.2257,-5.8633,6.9952046896427555
0,6.4345,2.7441,4.8974,6.995203718262964
93,-0.5991,-6.9695,-1.7171,6.995202002801635
31,1.7347,6.7767,-3.238,6.995201711173166
30,2.915,-6.3589,-4.333,6.995200798404575
82,6.3326,2.9717,-0.6369,6.995200043601327
17,-6.5745,2.3893,-2.2325,6.995198691960079
71,5.6395,4.1387,-5.9928,6.995198205912396
85,-5.8332,3.8609,4.1711,6.995196283879388
20,6.1281,-3.3733,-4.7912,6.995195672745687
71,3.0637,-6.2886,-5.6055,6.995194611302819
15,0.7886,-6.9506,-4.6713,6.995193372595213
73,6.7281,1.9145,0.1595,6.995186906723794
53,6.3095,-3.0204,3.1636,6.995184515793704
64,6.5464,-2.4652,0.4781,6.995181484421973
23,4.2638,5.5455,-0.7636,6.995181247830537
86,6.256,-3.1297,-3.9674,6.995181061988317
54,1.1924,-6.8928,4.9028,6.995177596029997
98,-6.6249,2.2457,-3.2662,6.995174658291242
7,-5.21,-4.6678,3.3444,6.9951738248595365
16,2.7817,-6.4183,-3.3974,6.995171890668592
6,1.3153,-6.8704,6.3883,6.995170494705615
83,-5.9135,3.7367,-5.0317,6.995170415365161
46,-6.5073,2.5666,-2.0628,6.995168965078685
94,5.6282,-4.154,-3.1977,6.995166276794284
18,2.1474,6.6574,1.5878,6.99516272291074
99,-6.9951,0.0296,6.4416,6.995162626415486
0,2.9635,-6.3364,-3.1831,6.995162414840702
39,-3.5519,-6.0263,5.21,6.995161563538043
63,1.4065,6.8523,-5.895,6.995159579309109
99,-1.0754,6.912,-3.9943,6.995157550763242
87,5.6953,4.0615,0.5145,6.995157206239185
36,-0.9192,6.9345,-0.0744,6.995156816683955
82,2.0566,6.686,-1.947,6.9951554350135785
78,-5.8925,-3.7697,1.8188,6.995155061898199
78,5.4296,4.4104,5.1761,6.995154345688164
96,-3.9077,-5.8019,-3.064,6.995152814628141
9,0.4447,-6.981,0.5782,6.995149683173334
84,3.0046,6.317,5.4263,6.995149044873884
87,6.4372,2.7376,3.2374,6.9951409992937235
88,-1.1858,6.8939,-5.5226,6.99513965907758
66,6.8935,-1.1881,2.4181,6.995135728490192
53,0.1203,6.9941,6.4548,6.995134516219113
76,-1.9055,6.7306,3.5401,6.995134495490419
69,0.8081,6.9483,0.2098,6.995133915801755
51,4.5354,-5.3256,-2.8062,6.995131772883195
70,-4.8684,5.023,-4.7713,6.995130274698249
97,1.1996,-6.8915,-1.4928,6.995127762235654
15,-6.5718,-2.3965,-4.4841,6.995124551428659
33,0.2677,6.99,-4.1114,6.9951242512195595
78,4.8386,5.0517,-0.5574,6.995121360634139
83,-6.9375,-0.896,2.0633,6.995121317747105
39,-1.7783,6.7653,3.5051,6.995115079825349
48,0.7292,6.957,-3.4607,6.995111267163661
34,6.4226,2.7716,-4.078,6.995109528806537
41,-3.2661,6.1858,5.4291,6.995107636770145
88,-2.7034,-6.4516,2.153,6.995106440934262
19,-6.4323,-2.749,-4.0989,6.995104308729069
49,-0.7224,-6.9577,-0.4911,6.995101932781251
50,-6.9951,-0.0043,-1.0328,6.995101321639309
59,6.0088,3.5813,-5.9576,6.9950973638684975
0,-1.124,6.9042,1.224,6.9950949700486555
96,6.3597,2.913,-2.238,6.995094930735394
63,5.2939,-4.5723,0.8822,6.995091457586526
46,-2.6825,-6.4603,5.1104,6.995089873618494
8,-2.1181,-6.6667,5.7961,6.995086597033663
0,6.9379,-0.8926,-1.6773,6.995083356901474
42,6.2714,3.0985,3.0038,6.995081143918203
5,-0.8737,-6.9403,-3.7615,6.995077968114437
60,3.438,-6.0919,2.6579,6.995076097513165
94,-0.756,6.9541,-4.2323,6.9950727523021525
13,-3.7411,5.9106,-4.0467,6.995071234090472
12,-0.7569,-6.954,-0.6903,6.995070665118401
88,4.6328,5.241,3.1303,6.995063748101227
79,-4.5188,-5.3396,-2.3752,6.995061229181628
83,-4.1947,5.5978,-4.3016,6.995060609458649
90,1.1754,-6.8956,2.6839,6.9950600083201575
66,6.9697,0.5951,6.5153,6.995059835340938
61,-6.1467,-3.339,-1.1654,6.9950583907498585
17,4.5267,5.3329,-3.2298,6.995057919703025
81,6.1994,3.2401,-3.8762,6.995055994772307
